Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-08 00:00:00+02:00,22.229999542236328,22.709999084472656,22.219999313354492,22.309999465942383,254589,0.0,0.0
2024-05-09 00:00:00+02:00,22.31999969482422,22.450000762939453,22.100000381469727,22.229999542236328,168499,0.0,0.0
2024-05-10 00:00:00+02:00,22.3700008392334,22.56999969482422,22.200000762939453,22.299999237060547,255888,0.0,0.0
2024-05-13 00:00:00+02:00,22.43000030517578,22.489999771118164,22.06999969482422,22.399999618530273,263817,0.0,0.0
2024-05-14 00:00:00+02:00,22.65999984741211,23.270000457763672,22.530000686645508,23.15999984741211,439138,0.0,0.0
2024-05-15 00:00:00+02:00,23.040000915527344,23.700000762939453,23.0,23.329999923706055,374510,0.0,0.0
2024-05-16 00:00:00+02:00,21.200000762939453,21.459999084472656,19.655000686645508,20.190000534057617,3162989,0.0,0.0
2024-05-17 00:00:00+02:00,20.190000534057617,21.290000915527344,20.049999237060547,21.290000915527344,1167073,0.0,0.0
2024-05-20 00:00:00+02:00,21.950000762939453,22.260000228881836,21.670000076293945,22.25,755878,0.0,0.0
2024-05-21 00:00:00+02:00,22.270000457763672,22.5,21.170000076293945,21.6200008392334,696404,0.0,0.0
2024-05-22 00:00:00+02:00,21.5,21.860000610351562,21.219999313354492,21.65999984741211,455534,0.0,0.0
2024-05-23 00:00:00+02:00,21.860000610351562,21.860000610351562,20.959999084472656,21.020000457763672,422401,0.0,0.0
2024-05-24 00:00:00+02:00,20.860000610351562,22.040000915527344,20.790000915527344,21.920000076293945,466555,0.0,0.0
2024-05-27 00:00:00+02:00,21.920000076293945,22.459999084472656,21.760000228881836,22.010000228881836,205954,0.0,0.0
2024-05-28 00:00:00+02:00,22.010000228881836,22.09000015258789,21.5,21.790000915527344,244695,0.0,0.0
2024-05-29 00:00:00+02:00,21.760000228881836,22.010000228881836,21.40999984741211,21.40999984741211,356639,0.0,0.0
2024-05-30 00:00:00+02:00,21.270000457763672,22.34000015258789,21.170000076293945,22.139999389648438,344542,0.0,0.0
2024-05-31 00:00:00+02:00,22.110000610351562,22.6200008392334,21.940000534057617,22.420000076293945,466797,0.0,0.0
2024-06-03 00:00:00+02:00,22.860000610351562,23.329999923706055,22.639999389648438,22.969999313354492,424499,0.0,0.0
2024-06-04 00:00:00+02:00,22.899999618530273,23.15999984741211,22.729999542236328,22.809999465942383,303674,0.0,0.0
2024-06-05 00:00:00+02:00,22.969999313354492,23.489999771118164,22.969999313354492,23.190000534057617,384549,0.0,0.0
2024-06-06 00:00:00+02:00,23.190000534057617,23.360000610351562,22.549999237060547,23.049999237060547,287681,0.0,0.0
2024-06-07 00:00:00+02:00,23.110000610351562,23.450000762939453,23.09000015258789,23.280000686645508,419583,0.0,0.0
2024-06-10 00:00:00+02:00,23.030000686645508,23.3799991607666,22.700000762939453,23.1299991607666,313369,0.0,0.0
2024-06-11 00:00:00+02:00,23.15999984741211,23.200000762939453,22.1299991607666,22.209999084472656,466449,0.0,0.0
2024-06-12 00:00:00+02:00,22.139999389648438,22.440000534057617,21.799999237060547,21.989999771118164,300110,0.0,0.0
2024-06-13 00:00:00+02:00,21.920000076293945,22.139999389648438,21.6299991607666,21.81999969482422,283148,0.0,0.0
2024-06-14 00:00:00+02:00,21.600000381469727,21.729999542236328,20.8700008392334,21.3799991607666,702154,0.0,0.0
2024-06-17 00:00:00+02:00,21.309999465942383,21.399999618530273,20.579999923706055,21.110000610351562,432338,0.0,0.0
2024-06-18 00:00:00+02:00,21.270000457763672,21.40999984741211,20.760000228881836,21.350000381469727,594349,0.0,0.0
2024-06-19 00:00:00+02:00,21.360000610351562,21.65999984741211,21.219999313354492,21.56999969482422,322859,0.0,0.0
2024-06-20 00:00:00+02:00,21.31999969482422,21.780000686645508,21.110000610351562,21.219999313354492,336744,0.0,0.0
2024-06-21 00:00:00+02:00,21.100000381469727,21.350000381469727,20.15999984741211,20.219999313354492,1052917,0.0,0.0
2024-06-24 00:00:00+02:00,20.219999313354492,21.31999969482422,20.18000030517578,21.100000381469727,450261,0.0,0.0
2024-06-25 00:00:00+02:00,21.059999465942383,21.239999771118164,20.809999465942383,20.809999465942383,263225,0.0,0.0
2024-06-26 00:00:00+02:00,20.809999465942383,21.06999969482422,20.399999618530273,20.770000457763672,309832,0.0,0.0
2024-06-27 00:00:00+02:00,20.56999969482422,20.809999465942383,20.389999389648438,20.440000534057617,209226,0.0,0.0
2024-06-28 00:00:00+02:00,20.43000030517578,20.68000030517578,20.31999969482422,20.440000534057617,272278,0.0,0.0
2024-07-01 00:00:00+02:00,21.0,21.239999771118164,20.469999313354492,20.469999313354492,335884,0.0,0.0
2024-07-02 00:00:00+02:00,20.200000762939453,20.399999618530273,19.540000915527344,19.584999084472656,538006,0.0,0.0
2024-07-03 00:00:00+02:00,19.655000686645508,20.139999389648438,19.25,19.469999313354492,410828,0.0,0.0
2024-07-04 00:00:00+02:00,19.3700008392334,19.604999542236328,19.2549991607666,19.565000534057617,455633,0.0,0.0
2024-07-05 00:00:00+02:00,19.8799991607666,20.030000686645508,19.65999984741211,19.65999984741211,354767,0.0,0.0
2024-07-08 00:00:00+02:00,21.31999969482422,21.700000762939453,20.709999084472656,21.200000762939453,823182,0.0,0.0
2024-07-09 00:00:00+02:00,21.010000228881836,22.18000030517578,20.950000762939453,22.020000457763672,630009,0.0,0.0
2024-07-10 00:00:00+02:00,22.020000457763672,22.979999542236328,22.020000457763672,22.450000762939453,590467,0.0,0.0
2024-07-11 00:00:00+02:00,22.579999923706055,22.93000030517578,22.100000381469727,22.40999984741211,383917,0.0,0.0
2024-07-12 00:00:00+02:00,22.440000534057617,22.90999984741211,22.059999465942383,22.5,369153,0.0,0.0
2024-07-15 00:00:00+02:00,22.43000030517578,22.540000915527344,22.100000381469727,22.5,402948,0.0,0.0
2024-07-16 00:00:00+02:00,22.389999389648438,22.670000076293945,21.719999313354492,22.0,361635,0.0,0.0
2024-07-17 00:00:00+02:00,21.940000534057617,22.760000228881836,21.899999618530273,22.479999542236328,500489,0.0,0.0
2024-07-18 00:00:00+02:00,22.520000457763672,23.030000686645508,22.280000686645508,22.540000915527344,405429,0.0,0.0
2024-07-19 00:00:00+02:00,21.0,21.0,19.225000381469727,19.375,2149290,0.0,0.0
2024-07-22 00:00:00+02:00,19.420000076293945,20.059999465942383,19.350000381469727,19.704999923706055,783285,0.0,0.0
2024-07-23 00:00:00+02:00,19.78499984741211,19.954999923706055,19.454999923706055,19.514999389648438,399541,0.0,0.0
2024-07-24 00:00:00+02:00,19.40999984741211,19.524999618530273,18.645000457763672,18.93000030517578,606617,0.0,0.0
2024-07-25 00:00:00+02:00,18.864999771118164,18.93000030517578,18.145000457763672,18.28499984741211,536084,0.0,0.0
2024-07-26 00:00:00+02:00,18.31999969482422,19.014999389648438,18.270000457763672,18.799999237060547,471245,0.0,0.0
2024-07-29 00:00:00+02:00,18.975000381469727,19.104999542236328,18.71500015258789,18.954999923706055,376191,0.0,0.0
2024-07-30 00:00:00+02:00,18.969999313354492,19.0,18.594999313354492,18.895000457763672,266691,0.0,0.0
2024-07-31 00:00:00+02:00,19.219999313354492,19.274999618530273,18.815000534057617,18.9950008392334,435814,0.0,0.0
2024-08-01 00:00:00+02:00,19.03499984741211,19.03499984741211,18.329999923706055,18.329999923706055,358805,0.0,0.0
2024-08-02 00:00:00+02:00,18.100000381469727,18.139999389648438,17.290000915527344,17.485000610351562,728384,0.0,0.0
2024-08-05 00:00:00+02:00,16.735000610351562,17.260000228881836,16.34000015258789,17.114999771118164,548674,0.0,0.0
2024-08-06 00:00:00+02:00,17.31999969482422,17.600000381469727,16.899999618530273,17.049999237060547,332242,0.0,0.0
2024-08-07 00:00:00+02:00,17.225000381469727,17.315000534057617,17.075000762939453,17.075000762939453,278976,0.0,0.0
2024-08-08 00:00:00+02:00,16.895000457763672,16.950000762939453,16.59000015258789,16.614999771118164,540601,0.0,0.0
2024-08-09 00:00:00+02:00,16.59000015258789,16.950000762939453,16.530000686645508,16.895000457763672,371573,0.0,0.0
2024-08-12 00:00:00+02:00,17.020000457763672,17.1299991607666,16.78499984741211,17.1299991607666,375814,0.0,0.0
2024-08-13 00:00:00+02:00,17.165000915527344,17.165000915527344,16.899999618530273,17.1299991607666,514928,0.0,0.0
2024-08-14 00:00:00+02:00,17.219999313354492,17.295000076293945,16.90999984741211,17.065000534057617,398704,0.0,0.0
2024-08-15 00:00:00+02:00,17.125,17.290000915527344,16.94499969482422,16.969999313354492,544546,0.0,0.0
2024-08-16 00:00:00+02:00,17.0,17.079999923706055,16.81999969482422,16.885000228881836,289182,0.0,0.0
2024-08-19 00:00:00+02:00,16.940000534057617,17.079999923706055,16.834999084472656,16.889999389648438,641808,0.0,0.0
2024-08-20 00:00:00+02:00,16.989999771118164,17.0,16.69499969482422,16.834999084472656,297939,0.0,0.0
2024-08-21 00:00:00+02:00,16.790000915527344,17.084999084472656,16.780000686645508,17.049999237060547,201836,0.0,0.0
2024-08-22 00:00:00+02:00,17.049999237060547,17.174999237060547,16.764999389648438,16.875,353808,0.0,0.0
2024-08-23 00:00:00+02:00,16.850000381469727,16.989999771118164,16.700000762939453,16.989999771118164,214985,0.0,0.0
2024-08-26 00:00:00+02:00,17.03499984741211,17.295000076293945,16.940000534057617,17.295000076293945,250651,0.0,0.0
2024-08-27 00:00:00+02:00,17.700000762939453,18.05500030517578,17.405000686645508,17.405000686645508,627053,0.0,0.0
2024-08-28 00:00:00+02:00,17.3700008392334,17.59000015258789,17.209999084472656,17.4950008392334,320924,0.0,0.0
2024-08-29 00:00:00+02:00,17.424999237060547,17.424999237060547,17.200000762939453,17.2450008392334,271157,0.0,0.0
2024-08-30 00:00:00+02:00,17.28499984741211,17.424999237060547,17.145000457763672,17.190000534057617,439281,0.0,0.0
2024-09-02 00:00:00+02:00,17.184999465942383,17.184999465942383,16.110000610351562,16.31999969482422,764128,0.0,0.0
2024-09-03 00:00:00+02:00,16.290000915527344,16.290000915527344,15.4350004196167,15.5,936562,0.0,0.0
2024-09-04 00:00:00+02:00,15.399999618530273,15.75,15.194999694824219,15.539999961853027,506592,0.0,0.0
2024-09-05 00:00:00+02:00,15.46500015258789,15.630000114440918,15.244999885559082,15.244999885559082,524043,0.0,0.0
2024-09-06 00:00:00+02:00,15.170000076293945,15.229999542236328,14.640000343322754,14.720000267028809,683761,0.0,0.0
2024-09-09 00:00:00+02:00,14.399999618530273,14.430000305175781,13.3100004196167,13.670000076293945,1440894,0.0,0.0
2024-09-10 00:00:00+02:00,13.654999732971191,13.895000457763672,12.930000305175781,13.244999885559082,1024731,0.0,0.0
2024-09-11 00:00:00+02:00,13.0600004196167,13.199999809265137,11.850000381469727,12.005000114440918,1786334,0.0,0.0
2024-09-12 00:00:00+02:00,11.890000343322754,12.074999809265137,11.479999542236328,11.6899995803833,1391606,0.0,0.0
2024-09-13 00:00:00+02:00,11.75,12.005000114440918,11.53499984741211,11.725000381469727,997148,0.0,0.0
2024-09-16 00:00:00+02:00,11.609999656677246,11.625,11.21500015258789,11.324999809265137,808152,0.0,0.0
2024-09-17 00:00:00+02:00,11.364999771118164,12.015000343322754,11.3149995803833,11.829999923706055,1247511,0.0,0.0
2024-09-18 00:00:00+02:00,12.199999809265137,12.694999694824219,12.024999618530273,12.604999542236328,1489209,0.0,0.0
2024-09-19 00:00:00+02:00,12.920000076293945,12.984999656677246,12.550000190734863,12.90999984741211,918140,0.0,0.0
2024-09-20 00:00:00+02:00,12.835000038146973,12.850000381469727,12.21500015258789,12.225000381469727,2366486,0.0,0.0
2024-09-23 00:00:00+02:00,12.145000457763672,12.1899995803833,11.824999809265137,12.020000457763672,723247,0.0,0.0
2024-09-24 00:00:00+02:00,12.324999809265137,12.369999885559082,11.864999771118164,11.960000038146973,563482,0.0,0.0
2024-09-25 00:00:00+02:00,11.40999984741211,11.835000038146973,11.130000114440918,11.420000076293945,1097767,0.0,0.0
2024-09-26 00:00:00+02:00,9.760000228881836,10.145000457763672,9.010000228881836,9.892000198364258,5257147,0.0,0.0
2024-09-27 00:00:00+02:00,9.881999969482422,10.795000076293945,9.706000328063965,10.479999542236328,2593692,0.0,0.0
2024-09-30 00:00:00+02:00,10.579999923706055,10.649999618530273,9.92199993133545,10.100000381469727,1866498,0.0,0.0
2024-10-01 00:00:00+02:00,10.170000076293945,10.545000076293945,9.949999809265137,10.335000038146973,1090918,0.0,0.0
2024-10-02 00:00:00+02:00,10.40999984741211,10.694999694824219,10.3100004196167,10.34000015258789,1259996,0.0,0.0
2024-10-03 00:00:00+02:00,10.305000305175781,10.635000228881836,10.204999923706055,10.635000228881836,774152,0.0,0.0
2024-10-04 00:00:00+02:00,10.675000190734863,14.199999809265137,10.5649995803833,14.199999809265137,5948002,0.0,0.0
2024-10-07 00:00:00+02:00,14.229999542236328,15.380000114440918,13.46500015258789,13.649999618530273,3228647,0.0,0.0
2024-10-08 00:00:00+02:00,13.550000190734863,13.670000076293945,13.005000114440918,13.095000267028809,1739118,0.0,0.0
2024-10-09 00:00:00+02:00,13.085000038146973,13.354999542236328,12.720000267028809,13.055000305175781,1240490,0.0,0.0
2024-10-10 00:00:00+02:00,12.954999923706055,13.449999809265137,12.800000190734863,13.039999961853027,729875,0.0,0.0
2024-10-11 00:00:00+02:00,13.074999809265137,13.380000114440918,12.8149995803833,13.0,993840,0.0,0.0
2024-10-14 00:00:00+02:00,13.069999694824219,13.524999618530273,13.069999694824219,13.454999923706055,548081,0.0,0.0
2024-10-15 00:00:00+02:00,13.449999809265137,13.529999732971191,13.005000114440918,13.390000343322754,518018,0.0,0.0
2024-10-16 00:00:00+02:00,13.180000305175781,13.420000076293945,12.9350004196167,13.055000305175781,720610,0.0,0.0
2024-10-17 00:00:00+02:00,13.0600004196167,14.15999984741211,13.029999732971191,13.664999961853027,704690,0.0,0.0
2024-10-18 00:00:00+02:00,13.774999618530273,14.029999732971191,13.279999732971191,13.289999961853027,545041,0.0,0.0
2024-10-21 00:00:00+02:00,13.274999618530273,13.960000038146973,13.274999618530273,13.390000343322754,663102,0.0,0.0
2024-10-22 00:00:00+02:00,13.390000343322754,13.859999656677246,13.3100004196167,13.765000343322754,484986,0.0,0.0
2024-10-23 00:00:00+02:00,13.8100004196167,14.020000457763672,13.739999771118164,13.8100004196167,468706,0.0,0.0
2024-10-24 00:00:00+02:00,13.635000228881836,14.220000267028809,13.34000015258789,13.34000015258789,568522,0.0,0.0
2024-10-25 00:00:00+02:00,13.3100004196167,13.90999984741211,13.300000190734863,13.760000228881836,539058,0.0,0.0
2024-10-28 00:00:00+01:00,13.835000038146973,13.944999694824219,13.345000267028809,13.40999984741211,432807,0.0,0.0
2024-10-29 00:00:00+01:00,13.645000457763672,14.149999618530273,13.630000114440918,13.9350004196167,795526,0.0,0.0
2024-10-30 00:00:00+01:00,13.885000228881836,13.975000381469727,13.380000114440918,13.380000114440918,533862,0.0,0.0
2024-10-31 00:00:00+01:00,13.270000457763672,13.975000381469727,12.609999656677246,13.635000228881836,1431797,0.0,0.0
2024-11-01 00:00:00+01:00,13.470000267028809,14.28499984741211,13.470000267028809,14.180000305175781,833153,0.0,0.0
2024-11-04 00:00:00+01:00,14.145000457763672,14.5,13.425000190734863,13.484999656677246,720210,0.0,0.0
2024-11-05 00:00:00+01:00,13.664999961853027,13.9399995803833,13.399999618530273,13.399999618530273,509311,0.0,0.0
2024-11-06 00:00:00+01:00,13.470000267028809,13.710000038146973,13.335000038146973,13.5,605015,0.0,0.0
2024-11-07 00:00:00+01:00,13.779999732971191,13.819999694824219,13.265000343322754,13.609999656677246,787483,0.0,0.0
2024-11-08 00:00:00+01:00,13.664999961853027,13.989999771118164,13.404999732971191,13.524999618530273,502268,0.0,0.0
2024-11-11 00:00:00+01:00,13.5,13.600000381469727,13.350000381469727,13.4350004196167,380236,0.0,0.0
2024-11-12 00:00:00+01:00,13.505000114440918,13.529999732971191,13.274999618530273,13.375,358654,0.0,0.0
2024-11-13 00:00:00+01:00,13.510000228881836,13.524999618530273,13.390000343322754,13.390000343322754,491560,0.0,0.0
2024-11-14 00:00:00+01:00,13.515000343322754,13.899999618530273,13.449999809265137,13.59000015258789,695482,0.0,0.0
2024-11-15 00:00:00+01:00,13.399999618530273,13.625,13.255000114440918,13.515000343322754,688649,0.0,0.0
2024-11-18 00:00:00+01:00,13.479999542236328,13.619999885559082,13.15999984741211,13.295000076293945,371374,0.0,0.0
2024-11-19 00:00:00+01:00,13.1899995803833,13.470000267028809,13.020000457763672,13.345000267028809,336716,0.0,0.0
2024-11-20 00:00:00+01:00,13.364999771118164,13.819999694824219,12.805000305175781,12.9399995803833,741002,0.0,0.0
2024-11-21 00:00:00+01:00,12.984999656677246,13.125,12.220000267028809,12.484999656677246,601404,0.0,0.0
2024-11-22 00:00:00+01:00,12.53499984741211,12.720000267028809,12.199999809265137,12.720000267028809,373133,0.0,0.0
2024-11-25 00:00:00+01:00,12.720000267028809,13.140000343322754,12.720000267028809,12.75,628894,0.0,0.0
2024-11-26 00:00:00+01:00,12.579999923706055,12.6899995803833,12.265000343322754,12.449999809265137,403933,0.0,0.0
2024-11-27 00:00:00+01:00,12.199999809265137,12.335000038146973,11.90999984741211,12.050000190734863,558161,0.0,0.0
2024-11-28 00:00:00+01:00,12.0649995803833,12.4399995803833,12.0649995803833,12.25,207413,0.0,0.0
2024-11-29 00:00:00+01:00,12.199999809265137,12.5600004196167,12.194999694824219,12.454999923706055,271227,0.0,0.0
2024-12-02 00:00:00+01:00,12.199999809265137,12.25,11.574999809265137,11.574999809265137,666120,0.0,0.0
2024-12-03 00:00:00+01:00,11.569999694824219,12.015000343322754,11.569999694824219,11.699999809265137,469845,0.0,0.0
2024-12-04 00:00:00+01:00,11.574999809265137,11.850000381469727,11.470000267028809,11.805000305175781,495982,0.0,0.0
2024-12-05 00:00:00+01:00,11.795000076293945,11.944999694824219,11.725000381469727,11.779999732971191,388225,0.0,0.0
2024-12-06 00:00:00+01:00,11.630000114440918,14.0649995803833,11.600000381469727,13.319999694824219,1711478,0.0,0.0
2024-12-09 00:00:00+01:00,13.350000381469727,13.4399995803833,12.835000038146973,13.289999961853027,753504,0.0,0.0
2024-12-10 00:00:00+01:00,13.395000457763672,13.489999771118164,13.164999961853027,13.1850004196167,368215,0.0,0.0
2024-12-11 00:00:00+01:00,12.994999885559082,13.074999809265137,12.5600004196167,12.704999923706055,484332,0.0,0.0
2024-12-12 00:00:00+01:00,12.600000381469727,12.635000228881836,12.354999542236328,12.545000076293945,340192,0.0,0.0
2024-12-13 00:00:00+01:00,12.270000457763672,12.645000457763672,12.104999542236328,12.164999961853027,355340,0.0,0.0
2024-12-16 00:00:00+01:00,12.100000381469727,12.640000343322754,11.96500015258789,12.489999771118164,448498,0.0,0.0
2024-12-17 00:00:00+01:00,12.109999656677246,12.585000038146973,11.994999885559082,12.5649995803833,467336,0.0,0.0
2024-12-18 00:00:00+01:00,12.09000015258789,12.399999618530273,12.0649995803833,12.300000190734863,365815,0.0,0.0
2024-12-19 00:00:00+01:00,12.0,12.550000190734863,11.930000305175781,12.46500015258789,320343,0.0,0.0
2024-12-20 00:00:00+01:00,12.4350004196167,12.520000457763672,12.029999732971191,12.425000190734863,960368,0.0,0.0
2024-12-23 00:00:00+01:00,12.430000305175781,12.8149995803833,12.369999885559082,12.640000343322754,309646,0.0,0.0
2024-12-24 00:00:00+01:00,12.699999809265137,12.765000343322754,12.345000267028809,12.345000267028809,90766,0.0,0.0
2024-12-27 00:00:00+01:00,12.484999656677246,12.920000076293945,12.479999542236328,12.875,278597,0.0,0.0
2024-12-30 00:00:00+01:00,12.920000076293945,13.0,12.734999656677246,12.899999618530273,207476,0.0,0.0
2024-12-31 00:00:00+01:00,12.970000267028809,13.149999618530273,12.779999732971191,13.149999618530273,156273,0.0,0.0
2025-01-02 00:00:00+01:00,12.899999618530273,13.055000305175781,12.630000114440918,12.859999656677246,256641,0.0,0.0
2025-01-03 00:00:00+01:00,12.90999984741211,12.930000305175781,12.600000381469727,12.654999732971191,155499,0.0,0.0
2025-01-06 00:00:00+01:00,12.744999885559082,12.989999771118164,12.6899995803833,12.904999732971191,198675,0.0,0.0
2025-01-07 00:00:00+01:00,12.854999542236328,13.175000190734863,12.854999542236328,13.0,275931,0.0,0.0
2025-01-08 00:00:00+01:00,13.0,13.010000228881836,12.350000381469727,12.350000381469727,307400,0.0,0.0
2025-01-09 00:00:00+01:00,12.335000038146973,12.555000305175781,12.225000381469727,12.329999923706055,268954,0.0,0.0
2025-01-10 00:00:00+01:00,11.600000381469727,12.649999618530273,11.0,12.135000228881836,1508906,0.0,0.0
2025-01-13 00:00:00+01:00,12.010000228881836,12.479999542236328,11.859999656677246,11.859999656677246,446208,0.0,0.0
2025-01-14 00:00:00+01:00,11.864999771118164,11.930000305175781,11.279999732971191,11.699999809265137,633433,0.0,0.0
2025-01-15 00:00:00+01:00,12.0,12.300000190734863,11.8149995803833,12.164999961853027,571514,0.0,0.0
2025-01-16 00:00:00+01:00,12.020000457763672,12.300000190734863,11.550000190734863,11.550000190734863,430997,0.0,0.0
2025-01-17 00:00:00+01:00,11.574999809265137,11.744999885559082,11.359999656677246,11.734999656677246,430539,0.0,0.0
2025-01-20 00:00:00+01:00,11.755000114440918,11.904999732971191,11.444999694824219,11.444999694824219,391895,0.0,0.0
2025-01-21 00:00:00+01:00,11.34000015258789,11.484999656677246,11.079999923706055,11.225000381469727,414945,0.0,0.0
2025-01-22 00:00:00+01:00,11.319999694824219,11.369999885559082,11.010000228881836,11.140000343322754,388951,0.0,0.0
2025-01-23 00:00:00+01:00,11.024999618530273,11.3149995803833,11.024999618530273,11.104999542236328,312641,0.0,0.0
2025-01-24 00:00:00+01:00,11.25,12.265000343322754,11.25,11.885000228881836,869305,0.0,0.0
2025-01-27 00:00:00+01:00,11.765000343322754,12.119999885559082,11.710000038146973,11.720000267028809,484259,0.0,0.0
2025-01-28 00:00:00+01:00,11.824999809265137,11.960000038146973,11.635000228881836,11.71500015258789,316952,0.0,0.0
2025-01-29 00:00:00+01:00,11.720000267028809,11.845000267028809,11.404999732971191,11.4399995803833,346681,0.0,0.0
2025-01-30 00:00:00+01:00,11.609999656677246,11.704999923706055,11.130000114440918,11.199999809265137,344842,0.0,0.0
2025-01-31 00:00:00+01:00,11.199999809265137,11.40999984741211,11.119999885559082,11.119999885559082,451937,0.0,0.0
2025-02-03 00:00:00+01:00,11.0,11.0600004196167,10.609999656677246,10.989999771118164,726401,0.0,0.0
2025-02-04 00:00:00+01:00,10.930000305175781,11.149999618530273,10.729999542236328,11.045000076293945,339411,0.0,0.0
2025-02-05 00:00:00+01:00,11.175000190734863,11.260000228881836,10.914999961853027,10.925000190734863,353439,0.0,0.0
2025-02-06 00:00:00+01:00,11.020000457763672,11.220000267028809,10.960000038146973,11.145000457763672,289229,0.0,0.0
2025-02-07 00:00:00+01:00,11.244999885559082,11.449999809265137,11.0,11.029999732971191,324626,0.0,0.0
2025-02-10 00:00:00+01:00,11.130000114440918,11.140000343322754,10.925000190734863,10.954999923706055,272718,0.0,0.0
2025-02-11 00:00:00+01:00,10.859999656677246,11.125,10.78499984741211,10.899999618530273,326951,0.0,0.0
2025-02-12 00:00:00+01:00,10.989999771118164,11.095000267028809,10.774999618530273,10.850000381469727,274456,0.0,0.0
2025-02-13 00:00:00+01:00,11.015000343322754,11.170000076293945,10.789999961853027,11.135000228881836,559886,0.0,0.0
2025-02-14 00:00:00+01:00,11.300000190734863,11.59000015258789,11.170000076293945,11.3149995803833,783920,0.0,0.0
2025-02-17 00:00:00+01:00,11.135000228881836,11.369999885559082,11.055000305175781,11.130000114440918,448596,0.0,0.0
2025-02-18 00:00:00+01:00,11.119999885559082,11.4399995803833,11.020000457763672,11.220000267028809,379056,0.0,0.0
2025-02-19 00:00:00+01:00,11.255000114440918,11.53499984741211,11.050000190734863,11.095000267028809,570096,0.0,0.0
2025-02-20 00:00:00+01:00,11.085000038146973,11.6850004196167,10.979999542236328,11.5,513855,0.0,0.0
2025-02-21 00:00:00+01:00,11.585000038146973,11.654999732971191,11.430000305175781,11.625,413161,0.0,0.0
2025-02-24 00:00:00+01:00,11.649999618530273,12.029999732971191,11.630000114440918,11.824999809265137,395224,0.0,0.0
2025-02-25 00:00:00+01:00,11.835000038146973,12.354999542236328,11.829999923706055,12.319999694824219,521468,0.0,0.0
2025-02-26 00:00:00+01:00,12.395000457763672,12.395000457763672,11.984999656677246,12.210000038146973,384684,0.0,0.0
2025-02-27 00:00:00+01:00,12.015000343322754,12.4350004196167,12.015000343322754,12.4350004196167,347690,0.0,0.0
2025-02-28 00:00:00+01:00,12.369999885559082,12.369999885559082,12.055000305175781,12.210000038146973,696266,0.0,0.0
2025-03-03 00:00:00+01:00,12.225000381469727,12.619999885559082,12.039999961853027,12.489999771118164,331312,0.0,0.0
2025-03-04 00:00:00+01:00,12.399999618530273,12.449999809265137,12.104999542236328,12.140000343322754,296030,0.0,0.0
